# Upstream commits since a662fbb2ff touching src/Mod/PartDesign tests/src/Mod/PartDesign src/Gui/Inventor/Draggers src/Mod/Part/App/GizmoHelper, tip 3383e9119f.
# kind: subject-regex guess (fix/feature/refactor/noise/?). family: gizmo = touches the gizmo sources or says gizmo/dragger.
# fwd/rev: git apply --check against the branch at creation. status: have(rev)=reverse-applies, open.
# decision: taken <fork hash> | adapted <fork hash> | have | n/a | superseded | declined <why> | deferred
hash	date	author	kind	family	fwd	rev	status	lines	decision	subject	files
7c4ff290a8	2025-01-27	Benjamin Nauck	fix		0	0	open	4	declined (PROPERTY_HEADER_WITH_OVERRIDE ignores its argument)	Mod: Fix mistakes in type system class names	App/FeatureSketchBased.h App/FeatureSolid.h
ee90eb6ebc	2025-02-09	Benjamin Braestrup Sayoc	?		0	0	open	170		PartDesign: Use QStringLiteral	Gui/CommandPrimitive.cpp Gui/DlgActiveBody.cpp Gui/FeaturePickDialog.cpp Gui/ReferenceSelection.cpp Gui/TaskDatumParameters.cpp Gui/TaskDressUpParameters.cpp Gui/TaskExtrudeParameters.cpp Gui/TaskFeaturePick.cpp Gui/TaskPadParameters.cpp Gui/TaskPocketParameters.cpp Gui/TaskRevolutionParameters.cpp Gui/TaskSketchBasedParameters.cpp Gui/ViewProviderDatum.cpp Gui/ViewProviderHelix.cpp Gui/ViewProviderLoft.cpp Gui/ViewProviderPipe.cpp Gui/ViewProviderPrimitive.cpp Gui/ViewProviderTransformed.cpp
a1c5767643	2025-01-19	Benjamin Nauck	feature		0	0	open	23		Mod: Use new addObject<T>(...) using regex	App/Body.cpp tests/src/Mod/PartDesign/App/DatumPlane.cpp tests/src/Mod/PartDesign/App/Pad.cpp tests/src/Mod/PartDesign/App/ShapeBinder.cpp
fdf59be4cd	2025-01-27	Benjamin Nauck	refactor		0	0	open	67		PD: Light refactoring of TaskFeaturePick::makeCopy	Gui/TaskFeaturePick.cpp
be3ce13a7c	2025-01-20	Alfredo Monclus	feature		0	0	open	2393		PD(hole taskpanel): Add image-based hole cut panel	App/FeatureHole.h Gui/Resources/PartDesign.qrc Gui/Resources/images/hole_counterbore_angled.svg Gui/Resources/images/hole_counterbore_flat.svg Gui/Resources/images/hole_counterdrill_angled.svg Gui/Resources/images/hole_counterdrill_flat.svg Gui/Resources/images/hole_countersink_angled.svg Gui/Resources/images/hole_countersink_flat.svg Gui/Resources/images/hole_none_angled.svg Gui/Resources/images/hole_none_flat.svg Gui/TaskHoleParameters.cpp Gui/TaskHoleParameters.h Gui/TaskHoleParameters.ui
de7a237a8a	2025-01-22	Alfredo Monclus	noise		0	0	open	1039		PD(hole taskpanel): Include depth on diagram	Gui/Resources/PartDesign.qrc Gui/Resources/images/hole_counterbore_angled.svg Gui/Resources/images/hole_counterbore_angled_included.svg Gui/Resources/images/hole_counterbore_flat.svg Gui/Resources/images/hole_counterdrill_angled.svg Gui/Resources/images/hole_counterdrill_angled_included.svg Gui/Resources/images/hole_counterdrill_flat.svg Gui/Resources/images/hole_countersink_angled.svg Gui/Resources/images/hole_countersink_angled_included.svg Gui/Resources/images/hole_countersink_flat.svg Gui/Resources/images/hole_none_angled.svg Gui/Resources/images/hole_none_angled_included.svg Gui/Resources/images/hole_none_flat.svg Gui/TaskHoleParameters.cpp Gui/TaskHoleParameters.h
3202dde7ca	2025-01-24	Alfredo Monclus	feature		0	0	open	174		PD(hole taskpanel): Add custom widget for font-scaled SVGs	Gui/Resources/images/hole_counterbore_angled.svg Gui/Resources/images/hole_counterbore_angled_included.svg Gui/Resources/images/hole_counterbore_flat.svg Gui/Resources/images/hole_countersink_angled.svg Gui/Resources/images/hole_none_angled.svg Gui/Resources/images/hole_none_angled_included.svg Gui/TaskHoleParameters.cpp Gui/TaskHoleParameters.ui
da4f584a50	2025-02-09	Alfredo Monclus	?		0	0	open	300		PD(hole taskpanel): apply review suggestions	Gui/TaskHoleParameters.cpp Gui/TaskHoleParameters.ui
72c37f9b75	2025-02-11	jffmichi	fix		0	0	open	7	taken e762e7afb5	PartDesign: fix crash when opening a file with a metric hole	App/FeatureHole.cpp
23d98b8d0b	2025-02-11	Chris Hennes	noise		0	0	open	89		PD: address FeatureRefine reviewer comments	App/FeatureRefine.cpp App/FeatureRefine.h
d2f1589898	2025-02-12	Chris Hennes	noise		0	0	open	4		Tests: remove superfluous NOLINTs	tests/src/Mod/PartDesign/App/BackwardCompatibility.cpp
9636068460	2025-01-20	tritao	refactor		1	0	open	2		Base: Move `zipios` library to `3rdParty` folder.	App/CMakeLists.txt Gui/CMakeLists.txt
eb886449c2	2025-02-13	Ziad	feature		1	0	open	2		PartDesign: Allow Draft negative angles	App/FeatureDraft.cpp
dff79b6b08	2024-09-13	Alfredo Monclus	refactor		1	0	open	14		refactor(PD): reduce the number of comparisons	App/FeatureHole.cpp
f93396e566	2025-02-15	Alfredo Monclus	refactor		0	0	open	136		refactor(PD): simplify setreadonly on type switch	App/FeatureHole.cpp
27ebc68a11	2025-02-15	Joao Matos	refactor		0	0	open	4		CMake: Modernize build files using outdated Python variables.	App/CMakeLists.txt Gui/CMakeLists.txt
a2cef23dbd	2025-02-16	Chris Hennes	?		0	0	open	16		PD: Combine onlyHaveRefined and onlyHasToRefine	App/FeatureRefine.cpp
c50cb07974	2025-02-16	Chris Hennes	?		0	0	open	8		Update src/Mod/PartDesign/App/FeatureRefine.h	App/FeatureRefine.h
0bad3cc37b	2025-02-16	Alfredo Monclus	refactor		0	0	open	69		refactor: hole taskpanel tweak layout spacing	Gui/TaskHoleParameters.ui
a72a63232a	2025-02-15	Kacper Donat	refactor		0	0	open	28		Base: Move App::Color to Base	Gui/ViewProviderDatum.cpp Gui/ViewProviderDressUp.cpp Gui/ViewProviderLoft.cpp Gui/ViewProviderLoft.h Gui/ViewProviderPipe.cpp Gui/ViewProviderPipe.h Gui/ViewProviderShapeBinder.cpp Gui/ViewProviderShapeBinder.h
12a69fe296	2025-02-20	Kacper Donat	feature		0	0	open	3		Base: Add isNullOrEmpty string helper	Gui/ReferenceSelection.cpp
62415907ee	2025-01-17	bofdahof	?		0	0	open	12		current src path no longer required	tests/src/Mod/PartDesign/App/CMakeLists.txt
cc6ffb44de	2025-02-16	Joao Matos	refactor		0	0	open	3		Core: Move `PyCXX` library to `src/3rdParty`.	App/CMakeLists.txt Gui/CMakeLists.txt tests/src/Mod/PartDesign/CMakeLists.txt
755229df23	2025-02-24	Benjamin Braestrup Sayoc	noise		0	0	open	10		Build: suppress warnings from 3rd party libraries	App/CMakeLists.txt Gui/CMakeLists.txt tests/src/Mod/PartDesign/CMakeLists.txt
97bd38f6f9	2025-02-28	Joao Matos	refactor		0	0	open	30		PartDesign: Refactor `Command::finishFeature`.	Gui/Command.cpp
8710bbd825	2025-02-28	Joao Matos	refactor		0	0	open	2		Part/PartDesign/TechDraw: Simplify calls to `DocumentObject::recomputeFeature`.	Gui/TaskFeatureParameters.cpp
f9a6044828	2025-02-28	Joao Matos	refactor		0	0	open	21		PartDesign: Refactor `ViewProviderTransformed::recomputeFeature`.	Gui/ViewProviderTransformed.cpp Gui/ViewProviderTransformed.h
da66720d3a	2025-03-01	Andrea	?		0	0	open	32		REMOVE old QT<= 5.14 code	Gui/TaskBooleanParameters.cpp Gui/TaskDressUpParameters.cpp Gui/TaskExtrudeParameters.cpp Gui/TaskLoftParameters.cpp Gui/TaskPipeParameters.cpp Gui/TaskShapeBinder.cpp Gui/TaskTransformedParameters.cpp
9834729b05	2025-03-05	mosfet80	?		0	0	open	1		Update TaskBooleanParameters.cpp	Gui/TaskBooleanParameters.cpp
077745d737	2025-03-06	PaddleStroke	fix		0	0	open	2	adapted 84a01677df (base point and LCS rotation, polar and linear)	PartDesign: Fix App::Line as ref for polar pattern	App/FeaturePolarPattern.cpp
599f100c4f	2025-01-26	Pascal de Bruijn	?		0	0	open	80		PartDesign: explicitly thread pitch for regular profile ISO threads	App/FeatureHole.cpp
1c2ac570f8	2025-03-07	Joao Matos	refactor		0	0	open	8		Convert `DocumentCreateFlags` instances to use designated initializer list.	App/ShapeBinder.cpp
9bcdd2d44c	2025-03-07	Joao Matos	refactor		0	0	open	4		Rename `DocumentCreateFlags` to `DocumentInitFlags`.	App/ShapeBinder.cpp
f7dc6dc245	2025-03-10	Pascal de Bruijn	fix		0	0	open	16	deferred (ISO coarse ThreadSize names with pitch (upstream 599f100c4f))	PartDesignTests: explicitly thread pitch for regular profile ISO threads, fix enum	PartDesignTests/TestHole.py
cd5c46ba18	2025-03-10	Andrea	?		1	0	open	4		Remove unnecessary check (duplicated)	Gui/PreCompiled.h
fa61131590	2025-03-13	Karliss	fix		0	0	open	28	adapted f5d3a1fb8b (the boxes that exist here)	Add missing parent for messagebox and other popups	Gui/Command.cpp Gui/SketchWorkflow.cpp Gui/TaskDatumParameters.cpp Gui/ViewProvider.cpp Gui/ViewProviderBoolean.cpp Gui/ViewProviderDatum.cpp Gui/ViewProviderHole.cpp Gui/ViewProviderPrimitive.cpp Gui/ViewProviderShapeBinder.cpp
965af2bf9a	2025-03-12	bofdahof	refactor		0	0	open	133		PartDesign: apply std::ranges	App/Body.cpp App/FeatureDressUp.cpp App/FeatureLoft.cpp App/ShapeBinder.cpp Gui/CommandBody.cpp Gui/TaskBooleanParameters.cpp Gui/TaskDressUpParameters.cpp Gui/TaskExtrudeParameters.cpp Gui/TaskFeaturePick.cpp Gui/TaskLoftParameters.cpp Gui/TaskPipeParameters.cpp Gui/TaskShapeBinder.cpp Gui/TaskTransformedParameters.cpp
6c2c6847eb	2025-03-17	tritao	refactor		0	0	open	29		CMake: Cleanup targets with transitive dependencies	App/CMakeLists.txt Gui/CMakeLists.txt tests/src/Mod/PartDesign/CMakeLists.txt
9a38673774	2025-03-06	PaddleStroke	?		1	0	open	2		PartDesign: clone tooltip	Gui/Command.cpp
9bd9fe1551	2025-03-16	PaddleStroke	?		0	0	open	2		Update src/Mod/PartDesign/Gui/Command.cpp	Gui/Command.cpp
16968aa3ee	2025-03-21	tritao	refactor		0	0	open	112		PartDesign: Convert XML bindings to Python API bindings model.	App/Body.pyi App/BodyPy.xml App/CMakeLists.txt App/Feature.pyi Gui/CMakeLists.txt Gui/ViewProvider.pyi
8f2e330a53	2025-03-20	Chris Hennes	?		0	0	open	3		PD: Check threadType before using to index	App/FeatureHole.cpp
8353c44958	2025-03-22	PaddleStroke	?		1	0	open	2		PartDesign : Subshapebinder tooltip (#20023)	Gui/Command.cpp
723d16fcff	2025-03-22	Chris Hennes	?		0	0	open	2		PD: Eliminate unused variable in FeatureHole	App/FeatureHole.cpp
f0fe00e16a	2025-03-24	karliss	?		0	0	open	15		PartDesign: Update counterbore min size in reaction to diameter changes (#20217)	Gui/TaskHoleParameters.cpp Gui/TaskHoleParameters.h
ee4c9a6e8b	2025-03-24	Joao Matos	?		0	0	open	102		PartDesign: Remove XML binding files.	App/BodyPy.xml App/CMakeLists.txt App/FeaturePy.xml Gui/CMakeLists.txt Gui/ViewProviderPy.xml
98876d070d	2025-03-27	Benjamin Nauck	refactor		0	0	open	85		PartDesign: Use std::numeric_limits and std::numbers instead of defines	App/FeatureChamfer.cpp App/FeatureDraft.cpp App/FeatureExtrude.cpp App/FeatureFillet.cpp App/FeatureGroove.cpp App/FeatureHelix.cpp App/FeatureHole.cpp App/FeatureLinearPattern.cpp App/FeaturePolarPattern.cpp App/FeaturePrimitive.cpp Gui/TaskPrimitiveParameters.cpp Gui/TaskScaledParameters.cpp Gui/Utils.cpp Gui/ViewProviderAddSub.cpp Gui/ViewProviderDatumCS.cpp Gui/ViewProviderTransformed.cpp
65a0fb0ed4	2025-03-31	Benjamin Nauck	noise		0	0	open	20		PartDesign: Add `#include <limits>` where used	App/FeatureChamfer.cpp App/FeatureExtrude.cpp App/FeatureFillet.cpp App/FeatureHelix.cpp App/FeatureHole.cpp App/FeatureLinearPattern.cpp App/FeaturePolarPattern.cpp App/FeaturePrimitive.cpp App/PreCompiled.h Gui/PreCompiled.h Gui/TaskPrimitiveParameters.cpp Gui/TaskScaledParameters.cpp Gui/ViewProviderDatumCS.cpp
35a9673a75	2025-03-28	Kacper Donat	refactor		0	0	open	48		Base: Rename Base::freecad_dynamic_cast into freecad_cast	App/Body.cpp App/Feature.cpp App/FeatureDressUp.cpp App/FeatureMultiTransform.cpp App/FeatureScaled.cpp App/FeatureSketchBased.cpp App/FeatureTransformed.cpp App/ShapeBinder.cpp Gui/Command.cpp Gui/TaskFeaturePick.cpp Gui/ViewProvider.cpp Gui/ViewProviderShapeBinder.cpp
5639728e8a	2025-04-07	PaddleStroke	fix		0	0	open	33	deferred (Sketches on non-origin LCS planes)	PartDesign: Fix use of App::Planes to create sketches (#20453)	Gui/SketchWorkflow.cpp
fa3c6e1068	2025-04-05	Syres916	noise		0	0	open	108		[PartDesign] Fix spelling of auxiliary and curvilinear...	App/FeaturePipe.cpp App/FeaturePipe.h Gui/TaskPipeOrientation.ui Gui/TaskPipeParameters.cpp Gui/TaskPipeParameters.h Gui/Utils.cpp Gui/ViewProviderPipe.cpp
5195cb49de	2025-04-08	PaddleStroke	fix		0	0	open	2	n/a (Fork's FaceFilter never had the argument)	PartDesign : New sketch: Fix regression	Gui/SketchWorkflow.cpp
b300c80b90	2025-04-11	Kacper Donat	?		0	0	open	48		Base: Use explicit pointer syntax for freecad_cast (#20694)	App/Body.cpp App/Feature.cpp App/FeatureDressUp.cpp App/FeatureMultiTransform.cpp App/FeatureScaled.cpp App/FeatureSketchBased.cpp App/FeatureTransformed.cpp App/ShapeBinder.cpp Gui/Command.cpp Gui/TaskFeaturePick.cpp Gui/ViewProvider.cpp Gui/ViewProviderShapeBinder.cpp
a86c300688	2025-04-04	Kacper Donat	feature		0	0	open	3		Gui: Disable Show Placement for Body Features	Gui/ViewProvider.cpp Gui/ViewProviderBody.cpp
7f5b1c9f2c	2025-04-11	captain0xff	refactor	gizmo	0	0	open	2508	have (f8b6a242f7)	Gui: moved dragger classes to separate folder and files	src/Gui/Inventor/Draggers/SoLinearDragger.cpp src/Gui/Inventor/Draggers/SoLinearDragger.h src/Gui/Inventor/Draggers/SoPlanarDragger.cpp src/Gui/Inventor/Draggers/SoPlanarDragger.h src/Gui/Inventor/Draggers/SoRotationDragger.cpp src/Gui/Inventor/Draggers/SoRotationDragger.h src/Gui/Inventor/Draggers/SoTransformDragger.cpp src/Gui/Inventor/Draggers/SoTransformDragger.h
f932c7e4e0	2025-04-09	Benjamin Nauck	refactor		0	0	open	16		Use Base::toRadians() instead of manually converting	App/FeatureExtrude.cpp App/FeatureHelix.cpp App/FeatureHole.cpp Gui/ViewProviderAddSub.cpp Gui/ViewProviderTransformed.cpp
82ae162d5f	2025-04-14	PaddleStroke	fix		0	0	open	6	n/a (Fork's TaskFeaturePick temporary visibility only for the active body's origin)	PartDesign: TaskFeaturePick : Fix LCS temporary visibility	Gui/TaskFeaturePick.cpp
57b9a41335	2025-04-16	Florian Foinant-Willig	fix		0	0	open	16	deferred (Suppress/unsuppress stamps a stale Placement (Feature.cpp:349-396))	PartDesign: Fix #20205 where Placement changes at Suppression	App/Feature.cpp App/Feature.h
70007a28c1	2025-04-21	Alfredo Monclus	refactor		0	0	open	61		refactor: add disambiguation to clearance hole names and use names from the standard (#19869)	App/FeatureHole.cpp App/FeatureHole.h Gui/TaskHoleParameters.cpp
774ec2cc93	2025-04-21	theo-vt	?		0	0	open	224		PartDesign: Center holes on sketch points as well as circles and arcs (#20583)	App/FeatureHole.cpp App/FeatureHole.h App/FeatureSketchBased.cpp App/FeatureSketchBased.h Gui/TaskHoleParameters.cpp Gui/TaskHoleParameters.h Gui/TaskHoleParameters.ui
d6dd100266	2025-03-16	Florian Foinant-Willig	fix		0	0	open	48	taken 1cd4c7d140	PartDesign: Prevent user to remove core properties	InvoluteGearFeature.py Scripts/DistanceBolt.py Scripts/Epitrochoid.py Scripts/Parallelepiped.py Scripts/RadialCopy.py Scripts/Spring.py SprocketFeature.py
b5119d996b	2025-04-25	Kacper Donat	?		0	0	open	8		PartDesign: Use freecad_cast whenever possible	Gui/TaskFeatureParameters.h Gui/TaskRevolutionParameters.cpp Gui/TaskTransformedParameters.h
c293d74566	2025-05-01	Ladislav Michl	refactor		0	0	open	70		Base: rename Exception's PascalCase methods to camelCase	App/Feature.cpp App/FeatureHole.cpp App/ShapeBinder.cpp Gui/Command.cpp Gui/TaskChamferParameters.cpp Gui/TaskDraftParameters.cpp Gui/TaskDressUpParameters.cpp Gui/TaskExtrudeParameters.cpp Gui/TaskFeaturePick.cpp Gui/TaskFilletParameters.cpp Gui/TaskHelixParameters.cpp Gui/TaskMultiTransformParameters.cpp Gui/TaskPipeParameters.cpp Gui/TaskRevolutionParameters.cpp Gui/TaskThicknessParameters.cpp Gui/TaskTransformedParameters.cpp Gui/ViewProviderBody.cpp Gui/ViewProviderShapeBinder.cpp
998f4e4d45	2025-03-30	bofdahof	refactor		0	0	open	106		Console: rename PascalCase named methods to camelCase	App/AppPartDesign.cpp App/Body.cpp App/FeatureDraft.cpp App/FeatureHole.cpp App/FeaturePipe.cpp App/FeatureRefine.cpp App/FeatureTransformed.cpp App/ShapeBinder.cpp Gui/AppPartDesignGui.cpp Gui/Command.cpp Gui/CommandBody.cpp Gui/SketchWorkflow.cpp Gui/TaskChamferParameters.cpp Gui/TaskDraftParameters.cpp Gui/TaskDressUpParameters.cpp Gui/TaskExtrudeParameters.cpp Gui/TaskFeaturePick.cpp Gui/TaskFilletParameters.cpp Gui/TaskHelixParameters.cpp Gui/TaskHoleParameters.cpp Gui/TaskLinearPatternParameters.cpp Gui/TaskMirroredParameters.cpp Gui/TaskPolarPatternParameters.cpp Gui/TaskPrimitiveParameters.cpp Gui/TaskRevolutionParameters.cpp Gui/TaskSketchBasedParameters.cpp Gui/TaskThicknessParameters.cpp Gui/TaskTransformedParameters.cpp Gui/ViewProviderAddSub.cpp Gui/ViewProviderBody.cpp Gui/ViewProviderTransformed.cpp
601c0f9b09	2025-05-07	Beep6581	fix		0	0	open	43	deferred (Needs upstream dc53d3dba2 findClosestDesignation)	PartDesign: Merge pull request #21015 from Beep6581/fix-thread-pitch	App/FeatureHole.cpp
e56979e76e	2025-05-08	theo-vt	fix		0	0	open	14	have (Fork getProfileShape always passes needSubElement=true (FeatureSketchBased.cp...)	PartDesign: Fix no longer possible to make a hole from one selected circle in a sketch (#21030)	App/FeatureHole.cpp App/FeatureSketchBased.cpp App/FeatureSketchBased.h
492b8312b3	2025-02-25	Benjamin Braestrup Sayoc	?		1	0	open	2		Base: make getAttribute template	App/FeatureSketchBased.cpp
dc58468088	2025-05-14	Alfredo Monclus	refactor		0	0	open	100		PD: move the base profiles types to the top	Gui/TaskHoleParameters.ui
236c287f16	2025-05-18	Alfredo Monclus	fix		1	0	open	338	deferred (Upstream pitch-qualified ISO sizes (599f100c4f))	PD: hole: fix standarized head cuts not working in metric regular sizes	Resources/Hole/din7984.json Resources/Hole/iso10642-fine.json Resources/Hole/iso10642.json Resources/Hole/iso12474-fine.json Resources/Hole/iso14583.json Resources/Hole/iso14583part.json Resources/Hole/iso2009.json Resources/Hole/iso4762-fine.json Resources/Hole/iso4762.json Resources/Hole/iso4762_7089.json Resources/Hole/iso7046.json
ff17eb611a	2025-05-23	Alfredo Monclus	?		0	0	open	40		PD: hole: calculate depth of countersink and adjust other parameters accordingly when changed	App/FeatureHole.cpp
9bbddbc1f6	2025-05-23	Alfredo Monclus	fix		0	0	open	17	n/a (Fork never hides HoleCutCustomValues)	PD: hole fix head custom values checkbox not appearing	Gui/TaskHoleParameters.cpp
07e7918baf	2025-05-23	Alfredo Monclus	?		0	0	open	40		PD: hole calculate counterbore and countersink if no standards are available	App/FeatureHole.cpp App/FeatureHole.h
3aabb826aa	2025-05-24	Alfredo Monclus	fix		0	0	open	31	deferred (Guards upstream's automatic countersink depth)	PD: hole safeguard countersink depth calculation against possible math issues	App/FeatureHole.cpp
13e7952ccc	2025-05-29	theo-vt	fix		0	0	open	99	deferred (Hole on a standalone sketch point (upstream BaseProfileType))	PartDesign: Fix hole centered on point edge case (#21257)	App/FeatureBase.cpp App/FeatureBoolean.cpp App/FeatureExtrude.cpp App/FeatureHole.cpp App/FeatureLoft.cpp App/FeatureSketchBased.cpp App/FeatureSketchBased.h App/ShapeBinder.cpp Gui/TaskDressUpParameters.cpp
5d11b2938f	2025-03-16	wmayer	refactor		0	0	open	8		Gui: Replace calls of FCMD_SET_EDIT with Gui::cmdSetEdit	Gui/ViewProvider.cpp Gui/ViewProviderBase.cpp
eadd0bc191	2025-05-16	James Stanley	refactor		0	0	open	24		PartDesign: Add  OCCT progress support to `FeatureTransformed`.	App/FeatureTransformed.cpp
551c15b48f	2024-12-23	Alfredo Monclus	?		0	0	open	44		feat(PD): ISO tyre valve threads	App/FeatureHole.cpp Gui/TaskHoleParameters.cpp PartDesignTests/TestHole.py
69f3dae845	2025-06-03	Alfredo Monclus	?		0	0	open	238		PD: hole change the task panel threaded and model thread checkboxes into a combo/dropdown  (#21664)	Gui/TaskHoleParameters.cpp Gui/TaskHoleParameters.h Gui/TaskHoleParameters.ui
017f2c8842	2025-04-28	wmayer	?		0	0	open	66		Helper function to get preferred delete key depending on platform	Gui/TaskBooleanParameters.cpp Gui/TaskDressUpParameters.cpp Gui/TaskExtrudeParameters.cpp Gui/TaskLoftParameters.cpp Gui/TaskPipeParameters.cpp Gui/TaskShapeBinder.cpp Gui/TaskTransformedParameters.cpp
456659d763	2025-01-24	wmayer	?		0	0	open	6		Test: Do not write test files into CWD	PartDesignTests/TestTopologicalNamingProblem.py
f92d33944b	2025-06-15	Captain	refactor	gizmo	0	0	open	480	have (f8b6a242f7)	Gui: refactor SoLinearDragger (#21451)	src/Gui/Inventor/Draggers/SoLinearDragger.cpp src/Gui/Inventor/Draggers/SoLinearDragger.h src/Gui/Inventor/Draggers/SoPlanarDragger.h src/Gui/Inventor/Draggers/SoRotationDragger.h src/Gui/Inventor/Draggers/SoTransformDragger.cpp src/Gui/Inventor/Draggers/SoTransformDragger.h
5388c32f10	2025-06-15	Chris Hennes	refactor		0	0	open	6		Tests: Refactor tests with better names, etc.	tests/src/Mod/PartDesign/App/CMakeLists.txt tests/src/Mod/PartDesign/CMakeLists.txt
e17a83fa1f	2025-06-17	David Tanana	feature		0	0	open	8		PartDesign: Added 1 3/16 16 threaded drill hole diameter  (#22000)	App/FeatureHole.cpp App/FeatureHole.h PartDesignTests/TestHole.py
